DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Semana epidem. 1º Sintomas(s)
Período:2026
"Município infecção";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Total"
"315850 SANTANA DE PIRAPAMA";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"315895 SANTANA DO PARAISO";-;3;1;2;5;2;3;3;2;1;1;-;-;23
"315950 SANTA RITA DO ITUETO";1;-;-;1;3;-;-;-;1;-;-;2;-;8
"315960 SANTA RITA DO SAPUCAI";-;-;-;-;-;4;3;-;-;-;-;-;-;7
"315970 SANTA ROSA DA SERRA";-;-;-;-;-;-;-;-;1;1;-;-;-;2
"315980 SANTA VITORIA";9;1;1;2;-;4;10;16;28;26;22;34;1;154
"316000 SANTO ANTONIO DO AVENTUREIRO";1;1;-;-;-;-;-;-;2;1;-;-;-;5
"316020 SANTO ANTONIO DO ITAMBE";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"316040 SANTO ANTONIO DO MONTE";-;-;-;-;-;-;-;-;-;3;-;1;-;4
"316080 SAO BENTO ABADE";-;-;1;-;-;-;-;1;-;-;-;-;-;2
"316090 SAO BRAS DO SUACUI";-;-;-;-;-;-;-;1;1;4;1;2;-;9
"316095 SAO DOMINGOS DAS DORES";-;-;-;1;-;-;-;-;-;1;-;-;-;2
"316100 SAO DOMINGOS DO PRATA";-;-;-;-;-;1;-;1;-;1;1;-;-;4
"316110 SAO FRANCISCO";1;-;3;2;1;5;5;1;1;-;1;-;-;20
"316150 SAO GERALDO";3;1;2;-;3;-;1;-;-;3;-;-;-;13
"316160 SAO GERALDO DA PIEDADE";-;-;1;-;2;-;-;-;-;-;-;-;-;3
"316190 SAO GONCALO DO RIO ABAIXO";1;-;1;-;-;-;-;-;-;-;-;1;-;3
"316210 SAO GOTARDO";-;-;-;-;-;1;2;1;1;1;-;-;-;6
"316220 SAO JOAO BATISTA DO GLORIA";-;-;-;-;-;-;-;-;-;-;2;1;-;3
"316225 SAO JOAO DA LAGOA";2;-;-;-;1;-;-;-;-;-;-;-;-;3
"316240 SAO JOAO DA PONTE";-;1;2;1;3;-;1;-;20;55;103;94;16;296
"316245 SAO JOAO DAS MISSOES";-;-;-;-;-;1;1;1;1;2;1;-;-;7
"316250 SAO JOAO DEL REI";1;-;2;3;-;1;-;2;1;-;-;-;-;10
"316255 SAO JOAO DO MANHUACU";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"316260 SAO JOAO DO ORIENTE";-;-;-;-;-;1;1;1;-;1;1;-;-;5
"316265 SAO JOAO DO PACUI";-;-;-;1;1;-;-;-;-;-;-;-;-;2
"316292 SAO JOAQUIM DE BICAS";-;-;-;-;-;-;-;-;-;2;2;1;-;5
"316294 SAO JOSE DA BARRA";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"316295 SAO JOSE DA LAPA";1;-;-;-;-;-;-;-;-;-;-;-;-;1
"316300 SAO JOSE DA SAFIRA";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"316340 SAO JOSE DO GOIABAL";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"316350 SAO JOSE DO JACURI";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"316370 SAO LOURENCO";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"316400 SAO PEDRO DOS FERROS";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"316470 SAO SEBASTIAO DO PARAISO";1;-;-;-;1;1;1;-;-;-;-;-;-;4
"316500 SAO TIAGO";-;-;-;1;-;-;-;-;1;-;-;-;-;2
"316553 SARZEDO";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"316555 SETUBINHA";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"316570 SENADOR FIRMINO";-;-;-;-;-;-;-;-;-;-;-;1;1;2
"316670 SERRA DOS AIMORES";-;-;-;-;-;-;-;-;-;2;-;1;-;3
"316680 SERRA DO SALITRE";-;-;-;-;-;2;5;4;5;7;8;3;1;35
"316690 SERRANIA";1;-;-;-;-;-;-;-;-;-;-;-;-;1
"316710 SERRO";-;-;-;-;-;-;2;1;-;1;-;-;-;4
"316720 SETE LAGOAS";1;-;-;-;-;-;-;1;-;1;-;-;-;3
"316760 SIMONESIA";-;-;-;-;1;-;-;-;-;-;1;-;-;2
"316780 SOLEDADE DE MINAS";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"316800 TAIOBEIRAS";-;-;-;1;-;-;-;-;-;1;1;8;5;16
"316805 TAPARUBA";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"316810 TAPIRA";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"316840 TARUMIRIM";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"316850 TEIXEIRAS";-;-;1;-;-;1;-;-;-;-;-;-;-;2
"316860 TEOFILO OTONI";-;-;-;-;-;-;-;-;3;1;2;-;-;6
"316870 TIMOTEO";4;2;10;6;12;4;5;11;9;12;10;12;9;106
"316880 TIRADENTES";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"316890 TIROS";-;-;-;2;-;-;-;-;2;-;1;1;-;6
"316930 TRES CORACOES";-;-;-;-;-;-;-;1;1;-;2;3;-;7
"316940 TRES PONTAS";-;-;-;-;-;-;1;-;1;-;-;-;-;2
"316960 TUPACIGUARA";1;-;1;5;29;7;15;12;1;1;1;-;-;73
"316970 TURMALINA";1;2;1;1;-;-;4;4;4;2;-;5;-;24
"316990 UBA";8;16;18;6;10;3;1;1;3;-;-;-;-;66
"317000 UBAI";-;3;1;3;2;1;-;1;-;-;-;-;-;11
"317010 UBERABA";5;2;8;7;3;-;3;-;8;7;5;-;1;49
"317020 UBERLANDIA";93;110;118;120;57;65;57;138;213;175;143;107;2;1398
"317030 UMBURATIBA";-;-;2;-;-;-;-;-;-;-;-;-;-;2
"317043 UNIAO DE MINAS";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"317047 URUANA DE MINAS";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"317050 URUCANIA";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"317052 URUCUIA";8;3;1;-;2;2;1;-;-;-;-;-;-;17
"317065 VARGEM GRANDE DO RIO PARDO";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"317070 VARGINHA";1;4;2;-;1;1;2;2;4;4;5;2;-;28
"317080 VARZEA DA PALMA";4;-;-;3;1;2;1;1;1;1;1;-;-;15
"317090 VARZELANDIA";-;-;-;-;1;-;2;-;-;1;-;-;-;4
"317100 VAZANTE";1;1;2;7;7;4;4;-;1;3;2;1;-;33
"317103 VERDELANDIA";-;-;-;-;-;-;1;-;-;-;-;1;-;2
"317120 VESPASIANO";4;-;-;-;1;-;-;-;-;1;-;-;-;6
"317130 VICOSA";-;2;-;1;-;-;-;1;-;1;4;-;1;10
"317140 VIEIRAS";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"317150 MATHIAS LOBATO";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"317170 VIRGINIA";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"317180 VIRGINOPOLIS";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"317190 VIRGOLANDIA";-;-;2;-;-;-;-;-;-;-;-;-;-;2
"317200 VISCONDE DO RIO BRANCO";-;-;2;-;-;-;1;-;-;-;-;-;-;3
"320040 ANCHIETA";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"320050 APIACA";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"320080 BAIXO GUANDU";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"320120 CACHOEIRO DE ITAPEMIRIM";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"320130 CARIACICA";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"320150 COLATINA";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"320190 DOMINGOS MARTINS";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"320240 GUARAPARI";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"320280 ITAPEMIRIM";-;-;-;1;-;-;-;2;-;-;-;-;-;3
"320316 LARANJA DA TERRA";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"320370 MUNIZ FREIRE";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"320400 PANCAS";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"320420 PIUMA";-;-;-;-;2;-;-;-;-;-;1;-;-;3
"320450 SANTA LEOPOLDINA";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"320500 SERRA";-;-;1;-;-;-;-;-;-;-;1;-;-;2
"320510 VIANA";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"320520 VILA VELHA";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"320530 VITORIA";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"330010 ANGRA DOS REIS";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"330020 ARARUAMA";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"330025 ARRAIAL DO CABO";1;-;-;-;-;-;-;2;1;1;-;-;-;5
"330040 BARRA MANSA";1;2;1;1;-;-;-;-;-;-;-;1;-;6
"330045 BELFORD ROXO";-;-;-;-;-;-;-;-;-;1;1;-;-;2
"330050 BOM JARDIM";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"330070 CABO FRIO";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"330080 CACHOEIRAS DE MACACU";-;1;-;-;-;-;1;-;-;-;1;1;-;4
"330095 COMENDADOR LEVY GASPARIAN";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"330100 CAMPOS DOS GOYTACAZES";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"330115 CARDOSO MOREIRA";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"330120 CARMO";-;-;1;-;-;-;-;-;1;1;1;-;-;4
"330130 CASIMIRO DE ABREU";1;-;-;-;-;1;-;-;1;-;-;-;-;3
"330170 DUQUE DE CAXIAS";-;-;-;-;-;-;-;-;2;1;-;-;-;3
"330180 ENGENHEIRO PAULO DE FRONTIN";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"330185 GUAPIMIRIM";-;-;1;-;-;-;-;1;2;1;1;1;-;7
"330190 ITABORAI";-;-;-;-;-;-;2;10;4;-;1;-;-;17
"330200 ITAGUAI";-;1;-;-;-;-;1;-;1;-;-;-;-;3
"330205 ITALVA";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"330225 ITATIAIA";1;-;1;-;-;1;-;-;-;-;-;-;-;3
"330227 JAPERI";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"330240 MACAE";1;1;1;1;4;-;-;3;2;-;4;2;-;19
"330250 MAGE";-;1;-;-;1;-;1;-;-;-;1;-;-;4
"330260 MANGARATIBA";1;-;-;-;-;-;-;-;-;-;-;-;-;1
"330270 MARICA";5;7;6;2;-;-;-;-;-;-;-;-;-;20
"330280 MENDES";-;-;1;1;-;-;-;-;-;-;-;-;-;2
"330285 MESQUITA";-;-;-;-;1;-;-;-;1;-;-;-;-;2
"330300 MIRACEMA";3;-;2;1;3;1;3;2;1;2;1;-;-;19
"330330 NITEROI";-;-;-;1;-;1;-;1;1;-;-;-;-;4
"330340 NOVA FRIBURGO";2;2;-;-;2;1;6;10;5;9;6;-;-;43
"330360 PARACAMBI";-;-;1;-;-;-;-;-;1;6;6;2;6;22
"330370 PARAIBA DO SUL";-;-;-;-;-;-;-;1;-;1;2;-;-;4
"330380 PARATY";-;-;-;1;-;-;-;1;-;-;1;-;-;3
"330390 PETROPOLIS";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"330411 PORTO REAL";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"330414 QUEIMADOS";-;-;1;-;-;-;-;-;-;-;1;1;-;3
"330420 RESENDE";-;-;-;-;1;2;1;1;-;-;-;-;-;5
"330430 RIO BONITO";-;-;-;-;-;1;-;-;-;-;1;-;-;2
"330450 RIO DAS FLORES";1;-;-;-;1;-;-;-;1;-;1;2;-;6
"330452 RIO DAS OSTRAS";1;1;-;-;-;4;2;7;3;1;-;-;-;19
"330455 RIO DE JANEIRO";33;41;26;38;37;38;67;54;58;81;54;76;33;636
"330470 SANTO ANTONIO DE PADUA";-;-;-;-;-;-;2;-;-;-;-;-;-;2
"330490 SAO GONCALO";-;-;-;-;-;-;-;-;-;2;2;1;-;5
"330510 SAO JOAO DE MERITI";-;-;-;-;-;-;2;-;-;-;-;-;-;2
"330515 SAO JOSE DO VALE DO RIO PRETO";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"330520 SAO PEDRO DA ALDEIA";1;-;-;-;-;-;-;-;-;-;-;-;-;1
"330540 SAPUCAIA";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"330580 TERESOPOLIS";1;-;1;-;-;-;-;-;-;-;-;-;-;2
"330590 TRAJANO DE MORAES";-;-;-;-;-;3;-;-;-;-;-;-;-;3
"330610 VALENCA";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"350010 ADAMANTINA";-;-;-;-;1;-;1;1;-;1;1;1;-;6
"350030 AGUAI";1;3;3;2;2;4;8;5;12;32;48;18;1;139
"350040 AGUAS DA PRATA";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"350050 AGUAS DE LINDOIA";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"350055 AGUAS DE SANTA BARBARA";1;-;-;-;-;-;-;-;-;-;-;-;-;1
"350060 AGUAS DE SAO PEDRO";1;-;-;-;-;-;-;-;-;-;-;-;-;1
"350070 AGUDOS";1;2;-;1;1;2;1;1;2;1;1;-;-;13
"350090 ALTAIR";-;-;-;-;-;-;1;2;1;1;1;1;-;7
"350110 ALTO ALEGRE";-;-;1;-;-;-;-;1;-;-;-;-;-;2
"350130 ALVARES MACHADO";-;-;2;-;-;1;-;-;1;-;-;-;-;4
"350140 ALVARO DE CARVALHO";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"350160 AMERICANA";6;9;2;4;10;5;6;5;6;6;6;-;-;65
"350170 AMERICO BRASILIENSE";-;-;-;-;-;1;2;-;-;-;-;1;-;4
"350190 AMPARO";5;1;1;4;-;-;4;4;3;1;3;-;-;26
"350200 ANALANDIA";1;-;-;-;-;1;-;-;-;-;-;-;-;2
"350210 ANDRADINA";2;6;2;-;3;3;3;3;4;15;16;24;1;82
"350220 ANGATUBA";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"350230 ANHEMBI";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"350250 APARECIDA";1;1;1;-;-;-;1;3;2;1;2;-;-;12
"350260 APARECIDA D'OESTE";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"350270 APIAI";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"350275 ARACARIGUAMA";1;2;1;-;1;-;-;-;-;-;-;-;-;5
"350280 ARACATUBA";7;29;26;36;34;32;39;37;44;49;53;31;13;430
"350300 ARAMINA";1;-;-;-;-;1;1;3;-;-;-;-;1;7
"350315 ARAPEI";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"350320 ARARAQUARA";8;9;4;3;7;7;2;3;5;9;12;17;6;92
"350330 ARARAS";1;3;1;1;1;3;3;3;-;-;-;-;-;16
"350340 AREALVA";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"350350 AREIAS";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"350360 AREIOPOLIS";1;-;1;-;-;-;-;-;-;-;-;-;-;2
"350370 ARIRANHA";1;-;1;-;-;-;-;-;-;-;-;-;-;2
"350380 ARTUR NOGUEIRA";-;-;1;-;-;-;1;-;-;-;-;-;-;2
"350390 ARUJA";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"350400 ASSIS";39;42;38;21;30;24;25;26;31;10;14;12;6;318
"350410 ATIBAIA";18;16;16;22;13;15;21;11;21;12;23;3;-;191
"350450 AVARE";3;-;5;3;1;-;-;-;1;1;-;-;-;14
"350460 BADY BASSITT";1;-;-;-;-;1;-;-;-;-;-;1;1;4
"350480 BALSAMO";2;4;2;-;1;3;2;-;4;4;4;1;-;27
"350490 BANANAL";1;-;-;-;-;-;2;-;-;-;-;-;-;3
"350500 BARAO DE ANTONINA";-;-;-;-;-;1;-;-;-;1;-;-;-;2
"350530 BARRA BONITA";-;1;1;-;-;-;-;-;-;-;-;-;-;2
"350550 BARRETOS";7;4;4;5;1;4;4;5;13;15;16;5;-;83
"350560 BARRINHA";-;1;-;-;-;-;-;-;1;1;-;-;-;3
"350570 BARUERI";2;1;1;1;1;-;1;2;1;-;2;1;-;13
"350580 BASTOS";5;4;5;3;2;-;2;4;7;1;6;2;-;41
"350590 BATATAIS";1;2;-;-;1;-;-;-;-;-;-;-;-;4
"350600 BAURU";4;12;8;7;8;2;6;5;6;6;6;-;-;70
"350620 BENTO DE ABREU";-;-;-;-;1;-;-;1;-;-;-;-;-;2
"350635 BERTIOGA";1;-;-;-;-;2;-;-;-;1;-;-;-;4
"350640 BILAC";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"350650 BIRIGUI";57;34;33;37;30;30;53;43;52;48;16;3;-;436
"350670 BOA ESPERANCA DO SUL";-;-;-;-;-;-;-;-;-;2;1;-;-;3
"350700 BOITUVA";-;-;-;1;-;-;1;2;1;-;1;1;1;8
"350730 BORACEIA";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"350740 BORBOREMA";3;-;-;4;-;-;-;-;1;-;3;9;1;21
"350745 BOREBI";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"350750 BOTUCATU";5;2;1;2;3;2;1;4;5;5;9;5;2;46
"350760 BRAGANCA PAULISTA";1;-;1;1;-;1;-;2;-;-;-;-;-;6
"350770 BRAUNA";1;-;-;1;-;-;1;-;-;4;2;1;-;10
"350790 BROTAS";3;1;-;1;-;-;1;-;-;-;-;-;-;6
"350800 BURI";-;-;-;2;-;1;-;-;-;-;-;-;-;3
"350810 BURITAMA";5;1;1;-;4;-;3;1;5;5;6;20;10;61
"350840 CABREUVA";-;-;-;-;-;-;1;1;-;-;-;-;-;2
"350850 CACAPAVA";5;17;9;-;3;2;1;-;-;1;-;1;-;39
"350860 CACHOEIRA PAULISTA";1;-;-;-;1;-;-;2;4;-;-;-;-;8
"350870 CACONDE";-;-;1;-;-;-;-;-;-;1;1;-;-;3
"350930 CAJOBI";-;-;-;1;-;4;4;4;-;2;-;4;-;19
"350940 CAJURU";-;1;1;1;-;-;-;-;-;-;-;-;-;3
"350945 CAMPINA DO MONTE ALEGRE";-;-;-;-;1;-;1;-;-;-;-;-;-;2
"350950 CAMPINAS";150;141;111;98;131;144;187;210;185;144;197;178;39;1915
"350960 CAMPO LIMPO PAULISTA";-;-;-;-;-;-;-;-;2;1;-;-;-;3
"351000 CANDIDO MOTA";2;1;1;1;2;2;-;1;3;3;10;8;1;35
"351010 CANDIDO RODRIGUES";-;-;-;-;-;-;-;-;-;1;1;1;-;3
"351020 CAPAO BONITO";-;-;-;2;1;1;-;2;-;-;-;-;-;6
"351050 CARAGUATATUBA";5;5;3;3;5;9;10;5;5;7;6;4;-;67
"351060 CARAPICUIBA";-;1;1;1;-;4;2;3;-;1;1;1;1;16
"351070 CARDOSO";2;-;-;2;-;-;1;-;-;-;-;-;-;5
"351080 CASA BRANCA";-;-;-;1;-;-;-;-;1;-;-;-;-;2
"351100 CASTILHO";-;-;-;-;-;1;-;-;1;-;2;2;-;6
"351110 CATANDUVA";10;16;21;21;22;23;21;25;29;29;4;-;-;221
"351120 CATIGUA";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"351130 CEDRAL";3;1;-;2;2;-;3;1;6;2;-;-;-;20
"351150 CERQUILHO";-;1;-;1;2;2;-;-;-;-;1;-;-;7
"351160 CESARIO LANGE";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"351170 CHARQUEADA";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"351200 COLINA";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"351220 CONCHAL";-;-;1;1;-;-;-;-;-;-;-;-;-;2
"351230 CONCHAS";-;-;3;1;2;-;1;1;1;1;1;-;-;11
"351240 CORDEIROPOLIS";1;1;-;-;1;-;-;-;-;1;-;-;-;4
"351250 COROADOS";-;-;-;-;-;-;3;1;-;-;-;-;-;4
"351280 COSMOPOLIS";1;3;-;-;-;1;-;-;1;-;-;-;1;7
"351290 COSMORAMA";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"351300 COTIA";1;1;1;-;-;2;1;1;4;2;2;1;-;16
"351310 CRAVINHOS";2;2;5;2;-;-;-;-;-;-;1;-;-;12
"351330 CRUZALIA";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"351340 CRUZEIRO";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"351360 CUNHA";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"351370 DESCALVADO";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"351380 DIADEMA";3;2;1;-;10;12;10;3;7;6;5;19;10;88
"351385 DIRCE REIS";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"351410 DOIS CORREGOS";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"351430 DOURADO";2;-;-;-;-;-;-;-;-;-;-;-;-;2
"351440 DRACENA";8;7;8;15;14;14;7;21;26;28;32;6;-;186
"351450 DUARTINA";-;-;-;-;-;-;-;-;2;-;-;-;-;2
"351460 DUMONT";1;-;-;2;-;-;-;-;-;-;-;-;-;3
"351480 ELDORADO";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"351490 ELIAS FAUSTO";1;1;-;1;-;-;-;-;-;-;-;-;-;3
"351500 EMBU DAS ARTES";-;-;-;1;2;1;-;-;-;-;-;-;-;4
"351512 EMILIANOPOLIS";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"351515 ENGENHEIRO COELHO";-;-;-;2;1;-;-;1;-;-;-;-;-;4
"351518 ESPIRITO SANTO DO PINHAL";-;4;1;1;1;2;4;4;5;10;7;5;-;44
"351519 ESPIRITO SANTO DO TURVO";-;-;-;-;-;1;1;3;-;-;-;-;-;5
"351535 EUCLIDES DA CUNHA PAULISTA";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"351540 FARTURA";1;1;3;-;1;-;-;-;1;-;-;-;-;7
"351550 FERNANDOPOLIS";2;8;1;2;1;10;10;6;4;4;6;3;-;57
"351570 FERRAZ DE VASCONCELOS";3;1;1;-;2;2;4;1;3;2;-;2;-;21
"351600 FLORIDA PAULISTA";2;-;-;-;-;-;-;-;2;-;-;-;-;4
"351610 FLORINEA";-;-;-;-;-;-;2;-;-;-;-;-;-;2
"351620 FRANCA";36;31;35;32;44;34;58;44;54;37;55;58;19;537
"351630 FRANCISCO MORATO";1;1;-;1;1;2;3;1;-;-;-;-;-;10
"351640 FRANCO DA ROCHA";2;1;2;2;1;-;2;3;5;4;4;2;2;30
"351660 GALIA";-;2;-;-;-;-;-;-;-;-;-;-;-;2
"351670 GARCA";2;4;1;2;-;2;-;-;2;1;3;-;-;17
"351685 GAVIAO PEIXOTO";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"351690 GENERAL SALGADO";-;-;-;1;-;1;1;-;-;-;-;-;-;3
"351710 GLICERIO";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"351740 GUAIRA";7;7;6;6;2;-;1;1;1;1;-;-;-;32
"351750 GUAPIACU";1;1;3;3;5;2;1;3;1;2;1;-;1;24
"351770 GUARA";1;-;-;-;-;-;-;-;-;-;-;-;-;1
"351780 GUARACAI";1;-;-;-;-;-;-;-;-;-;1;-;-;2
"351790 GUARACI";-;-;-;-;1;-;-;-;-;1;-;-;-;2
"351800 GUARANI D'OESTE";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"351810 GUARANTA";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"351820 GUARARAPES";1;2;7;-;-;2;1;6;3;2;8;20;14;66
"351830 GUARAREMA";1;4;-;-;1;2;-;-;1;6;5;4;-;24
"351840 GUARATINGUETA";1;2;-;1;1;1;-;1;-;-;1;1;-;9
"351860 GUARIBA";-;-;-;-;-;-;1;1;-;-;-;-;-;2
"351870 GUARUJA";16;11;16;15;24;38;31;44;30;41;30;7;-;303
"351880 GUARULHOS";14;13;6;9;7;11;14;11;8;16;7;7;2;125
"351890 GUZOLANDIA";-;1;-;1;-;1;-;2;-;1;-;-;-;6
"351905 HOLAMBRA";-;-;-;-;3;2;4;1;1;2;-;-;-;13
"351907 HORTOLANDIA";5;2;-;-;2;-;1;2;2;2;1;2;1;20
"351910 IACANGA";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"351920 IACRI";-;1;2;-;-;-;-;-;-;2;-;-;-;5
"351925 IARAS";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"351930 IBATE";1;1;-;-;-;-;-;-;1;-;1;-;-;4
"351940 IBIRA";1;-;-;-;-;1;-;-;-;-;-;-;-;2
"351950 IBIRAREMA";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"351960 IBITINGA";1;1;5;3;-;1;-;1;-;-;-;-;-;12
"351970 IBIUNA";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"351980 ICEM";-;-;-;1;1;1;-;-;-;1;-;-;-;4
"351990 IEPE";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"352010 IGARAPAVA";1;1;-;-;1;-;-;-;-;-;-;-;-;3
"352020 IGARATA";-;-;-;-;1;-;-;-;-;1;-;-;-;2
"352040 ILHABELA";-;-;1;-;1;-;1;2;1;-;-;-;-;6
"352042 ILHA COMPRIDA";-;1;1;-;-;1;-;-;-;-;1;-;-;4
"352044 ILHA SOLTEIRA";1;-;-;-;-;-;1;-;-;-;-;-;-;2
"352050 INDAIATUBA";3;2;2;2;5;8;9;6;4;2;-;-;-;43
"352060 INDIANA";-;-;1;1;-;1;-;-;-;-;-;-;-;3
"352100 IPERO";-;-;1;-;-;-;1;-;2;-;-;1;-;5
"352110 IPEUNA";-;-;-;-;-;1;1;-;1;-;-;-;-;3
"352140 IRACEMAPOLIS";-;-;-;-;-;-;-;-;-;1;-;1;-;2
"352160 IRAPURU";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"352170 ITABERA";-;-;1;-;-;-;-;-;-;-;1;-;-;2
"352180 ITAI";-;-;1;3;-;-;-;1;-;-;-;-;-;5
"352190 ITAJOBI";1;1;2;-;-;-;-;1;-;-;1;4;-;10
"352210 ITANHAEM";6;8;3;10;7;2;14;4;13;8;-;-;-;75
"352220 ITAPECERICA DA SERRA";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"352230 ITAPETININGA";-;2;-;-;-;1;-;-;2;-;-;-;-;5
"352240 ITAPEVA";3;5;2;1;1;1;1;1;1;1;-;-;-;17
"352250 ITAPEVI";1;-;-;1;-;-;-;2;1;-;5;-;-;10
"352260 ITAPIRA";1;-;1;-;-;1;-;-;-;-;-;-;-;3
"352265 ITAPIRAPUA PAULISTA";-;-;-;1;-;-;-;-;-;-;-;2;2;5
"352270 ITAPOLIS";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"352280 ITAPORANGA";-;-;-;-;2;-;-;1;-;-;-;7;-;10
"352290 ITAPUI";1;-;-;-;1;1;-;-;-;2;-;-;-;5
"352310 ITAQUAQUECETUBA";-;-;-;-;-;-;-;-;-;-;1;-;1;2
"352320 ITARARE";1;1;2;2;1;-;1;-;1;1;-;-;-;10
"352330 ITARIRI";-;-;-;-;2;-;-;-;1;-;1;-;-;4
"352340 ITATIBA";-;-;-;-;-;-;1;-;1;1;-;2;-;5
